source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cell type]	characteristics[age]	characteristics[developmental stage]	characteristics[enrichment process]	characteristics[individual]	characteristics[sex]	characteristics[biological replicate]	material type	assay name	technology type	comment[instrument]	comment[label]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[collision energy]	comment[dissociation method]	comment[file uri]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[ms2 scan range]	comment[precursor mass tolerance]	comment[technical replicate]	comment[data file]	factor value[cell line]
PXD017199-Sample-139	Homo sapiens	breast	Breast carcinoma	MDAMB157	CVCL_0618	cell line	44Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_13_MDAMB157_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_13_MDAMB157_A.raw	MDAMB157
PXD017199-Sample-140	Homo sapiens	breast	Breast carcinoma	MDAMB157	CVCL_0618	cell line	44Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_14_MDAMB157_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_14_MDAMB157_B.raw	MDAMB157
PXD017199-Sample-141	Homo sapiens	breast	Breast carcinoma	MDAMB157	CVCL_0618	cell line	44Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_15_MDAMB157_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_15_MDAMB157_C.raw	MDAMB157
PXD017199-Sample-142	Homo sapiens	breast	Invasive breast carcinoma of no special type	MDAMB175VII	CVCL_1400	cell line	56Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_97_MDAMB175VII_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_97_MDAMB175VII_A.raw	MDAMB175VII
PXD017199-Sample-143	Homo sapiens	breast	Invasive breast carcinoma of no special type	MDAMB175VII	CVCL_1400	cell line	56Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_98_MDAMB175VII_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_98_MDAMB175VII_B.raw	MDAMB175VII
PXD017199-Sample-144	Homo sapiens	breast	Invasive breast carcinoma of no special type	MDAMB175VII	CVCL_1400	cell line	56Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_99_MDAMB175VII_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_99_MDAMB175VII_C.raw	MDAMB175VII
PXD017199-Sample-145	Homo sapiens	breast	Breast adenocarcinoma	MDAMB231	CVCL_0062	cell line	51Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_100_MDAMB231_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_100_MDAMB231_A.raw	MDAMB231
PXD017199-Sample-146	Homo sapiens	breast	Breast adenocarcinoma	MDAMB231	CVCL_0062	cell line	51Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_101_MDAMB231_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_101_MDAMB231_B.raw	MDAMB231
PXD017199-Sample-147	Homo sapiens	breast	Breast adenocarcinoma	MDAMB231	CVCL_0062	cell line	51Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_102_MDAMB231_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_102_MDAMB231_C.raw	MDAMB231
PXD017199-Sample-148	Homo sapiens	breast	Breast adenocarcinoma	MDAMB361	CVCL_0620	cell line	40Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_43_MDAMB361_A_180406154740.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_43_MDAMB361_A_180406154740.raw	MDAMB361
PXD017199-Sample-149	Homo sapiens	breast	Breast adenocarcinoma	MDAMB361	CVCL_0620	cell line	40Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_44_MDAMB361_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_44_MDAMB361_B.raw	MDAMB361
PXD017199-Sample-150	Homo sapiens	breast	Breast adenocarcinoma	MDAMB361	CVCL_0620	cell line	40Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_45_MDAMB361_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_45_MDAMB361_C.raw	MDAMB361
PXD017199-Sample-151	Homo sapiens	breast	Breast adenocarcinoma	MDAMB415	CVCL_0621	cell line	38Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_31_MDAMB415_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_31_MDAMB415_A.raw	MDAMB415
PXD017199-Sample-152	Homo sapiens	breast	Breast adenocarcinoma	MDAMB415	CVCL_0621	cell line	38Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_32_MDAMB415_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_32_MDAMB415_B.raw	MDAMB415
PXD017199-Sample-153	Homo sapiens	breast	Breast adenocarcinoma	MDAMB415	CVCL_0621	cell line	38Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_33_MDAMB415_C_3.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_33_MDAMB415_C_3.raw	MDAMB415
PXD017199-Sample-154	Homo sapiens	breast	Invasive breast carcinoma of no special type	MDAMB436	CVCL_0623	cell line	43Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_103_MDAMB436_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_103_MDAMB436_A.raw	MDAMB436
PXD017199-Sample-155	Homo sapiens	breast	Invasive breast carcinoma of no special type	MDAMB436	CVCL_0623	cell line	43Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_104_MDAMB436_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_104_MDAMB436_B.raw	MDAMB436
PXD017199-Sample-156	Homo sapiens	breast	Invasive breast carcinoma of no special type	MDAMB436	CVCL_0623	cell line	43Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_105_MDAMB436_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_105_MDAMB436_C.raw	MDAMB436
PXD017199-Sample-157	Homo sapiens	breast	Breast adenocarcinoma	MDAMB453	CVCL_0418	cell line	48Y	adult	not available	not available	Female	1	cell line	run2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/171227_MT_19_MDAMB453_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	2	171227_MT_19_MDAMB453_A.raw	MDAMB453
PXD017199-Sample-158	Homo sapiens	breast	Breast adenocarcinoma	MDAMB453	CVCL_0418	cell line	48Y	adult	not available	not available	Female	2	cell line	run2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/171227_MT_20_MDAMB453_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	2	171227_MT_20_MDAMB453_B.raw	MDAMB453
PXD017199-Sample-159	Homo sapiens	breast	Breast adenocarcinoma	MDAMB453	CVCL_0418	cell line	48Y	adult	not available	not available	Female	3	cell line	run2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/171227_MT_21_MDAMB453_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	2	171227_MT_21_MDAMB453_C.raw	MDAMB453
PXD017199-Sample-160	Homo sapiens	breast	Breast adenocarcinoma	MDAMB468	CVCL_0419	cell line	51Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_91_MDAMB468_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_91_MDAMB468_A.raw	MDAMB468
PXD017199-Sample-161	Homo sapiens	breast	Breast adenocarcinoma	MDAMB468	CVCL_0419	cell line	51Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_92_MDAMB468_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_92_MDAMB468_B.raw	MDAMB468
PXD017199-Sample-162	Homo sapiens	breast	Breast adenocarcinoma	MDAMB468	CVCL_0419	cell line	51Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_93_MDAMB468_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_93_MDAMB468_C.raw	MDAMB468
PXD017199-Sample-163	Homo sapiens	breast	Breast adenocarcinoma	MDAkb2	CVCL_6421	cell line	48Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_94_MDAkb2_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_94_MDAkb2_A.raw	MDAkb2
PXD017199-Sample-164	Homo sapiens	breast	Breast adenocarcinoma	MDAkb2	CVCL_6421	cell line	48Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_95_MDAkb2_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_95_MDAkb2_B.raw	MDAkb2
PXD017199-Sample-165	Homo sapiens	breast	Breast adenocarcinoma	MDAkb2	CVCL_6421	cell line	48Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_96_MDAkb2_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_96_MDAkb2_C.raw	MDAkb2
PXD017199-Sample-166	Homo sapiens	breast	Breast carcinoma	MFM223	CVCL_1408	cell line	>45Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180328_MT_184_MFM223_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180328_MT_184_MFM223_A.raw	MFM223
PXD017199-Sample-167	Homo sapiens	breast	Breast carcinoma	MFM223	CVCL_1408	cell line	>45Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180328_MT_185_MFM223_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180328_MT_185_MFM223_B.raw	MFM223
PXD017199-Sample-168	Homo sapiens	breast	Breast carcinoma	MFM223	CVCL_1408	cell line	>45Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180328_MT_186_MFM223_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180328_MT_186_MFM223_C.raw	MFM223
PXD017199-Sample-169	Homo sapiens	breast	Invasive breast carcinoma of no special type	MPE600	CVCL_9875	cell line	46Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180328_MT_145_MPE600_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180328_MT_145_MPE600_A.raw	MPE600
PXD017199-Sample-170	Homo sapiens	breast	Invasive breast carcinoma of no special type	MPE600	CVCL_9875	cell line	46Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180328_MT_146_MPE600_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180328_MT_146_MPE600_B.raw	MPE600
PXD017199-Sample-171	Homo sapiens	breast	Invasive breast carcinoma of no special type	MPE600	CVCL_9875	cell line	46Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180328_MT_147_MPE600_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180328_MT_147_MPE600_C.raw	MPE600
PXD017199-Sample-172	Homo sapiens	breast	Breast carcinoma	MX1	CVCL_4774	cell line	29Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180328_MT_181_MX1_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180328_MT_181_MX1_A.raw	MX1
PXD017199-Sample-173	Homo sapiens	breast	Breast carcinoma	MX1	CVCL_4774	cell line	29Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180328_MT_182_MX1_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180328_MT_182_MX1_B.raw	MX1
PXD017199-Sample-174	Homo sapiens	breast	Breast carcinoma	MX1	CVCL_4774	cell line	29Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180328_MT_183_MX1_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180328_MT_183_MX1_C.raw	MX1
