Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[human leukocyte antigen]	Characteristics[cell type]	Characteristics[sex]	Characteristics[disease]	Characteristics[individual]	Characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[organism part]	Factor Value[human leukocyte antigen]
PXD019643-Sample-181	Homo sapiens	tongue	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN06	1	organism part	run 284	proteomic profiling by mass spectrometry	160927_AM_AUT01-DN06_Tongue_Tue39L243_10_DDA_2_400-1000mz_msms32_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/160927_AM_AUT01-DN06_Tongue_Tue39L243_10_DDA_2_400-1000mz_msms32_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	tongue	Human leukocyte antigen class II
PXD019643-Sample-181	Homo sapiens	tongue	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN06	1	organism part	run 285	proteomic profiling by mass spectrometry	160927_AM_AUT01-DN06_Tongue_Tue39L243_10_DDA_3_400-1000mz_msms33_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/160927_AM_AUT01-DN06_Tongue_Tue39L243_10_DDA_3_400-1000mz_msms33_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	tongue	Human leukocyte antigen class II
PXD019643-Sample-184	Homo sapiens	lymphnode	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN13	1	organism part	run 286	proteomic profiling by mass spectrometry	161230_AM_AUT01-DN13_LymphNode_Tue39L243_20_DDA_1_400-1000mz_msms23_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/161230_AM_AUT01-DN13_LymphNode_Tue39L243_20_DDA_1_400-1000mz_msms23_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	lymphnode	Human leukocyte antigen class II
PXD019643-Sample-184	Homo sapiens	lymphnode	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN13	1	organism part	run 287	proteomic profiling by mass spectrometry	161230_AM_AUT01-DN13_LymphNode_Tue39L243_20_DDA_2_400-1000mz_msms24_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/161230_AM_AUT01-DN13_LymphNode_Tue39L243_20_DDA_2_400-1000mz_msms24_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	lymphnode	Human leukocyte antigen class II
PXD019643-Sample-184	Homo sapiens	lymphnode	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN13	1	organism part	run 288	proteomic profiling by mass spectrometry	161230_AM_AUT01-DN13_LymphNode_Tue39L243_20_DDA_3_400-1000mz_msms25_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/161230_AM_AUT01-DN13_LymphNode_Tue39L243_20_DDA_3_400-1000mz_msms25_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	lymphnode	Human leukocyte antigen class II
PXD019643-Sample-186	Homo sapiens	aorta	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN03	1	organism part	run 289	proteomic profiling by mass spectrometry	180928_AM_AUT01-DN03_Aorta_Tue39L243_NA_DDA_1_400-1000mz_msms8_Refill.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/180928_AM_AUT01-DN03_Aorta_Tue39L243_NA_DDA_1_400-1000mz_msms8_Refill.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	aorta	Human leukocyte antigen class II
PXD019643-Sample-186	Homo sapiens	aorta	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN03	1	organism part	run 290	proteomic profiling by mass spectrometry	180928_AM_AUT01-DN03_Aorta_Tue39L243_NA_DDA_2_400-1000mz_msms9_Refill.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/180928_AM_AUT01-DN03_Aorta_Tue39L243_NA_DDA_2_400-1000mz_msms9_Refill.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	aorta	Human leukocyte antigen class II
PXD019643-Sample-186	Homo sapiens	aorta	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN03	1	organism part	run 291	proteomic profiling by mass spectrometry	180928_AM_AUT01-DN03_Aorta_Tue39L243_NA_DDA_3_400-1000mz_msms10_Refill.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/180928_AM_AUT01-DN03_Aorta_Tue39L243_NA_DDA_3_400-1000mz_msms10_Refill.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	aorta	Human leukocyte antigen class II
PXD019643-Sample-188	Homo sapiens	cerebellum	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN04	1	organism part	run 292	proteomic profiling by mass spectrometry	170509_AM_AUT01-DN04_Cerebellum_Tue39L243_10_DDA_1_400-1000mz_msms24_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170509_AM_AUT01-DN04_Cerebellum_Tue39L243_10_DDA_1_400-1000mz_msms24_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	cerebellum	Human leukocyte antigen class II
PXD019643-Sample-188	Homo sapiens	cerebellum	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN04	1	organism part	run 293	proteomic profiling by mass spectrometry	170509_AM_AUT01-DN04_Cerebellum_Tue39L243_10_DDA_2_400-1000mz_msms25_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170509_AM_AUT01-DN04_Cerebellum_Tue39L243_10_DDA_2_400-1000mz_msms25_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	cerebellum	Human leukocyte antigen class II
PXD019643-Sample-188	Homo sapiens	cerebellum	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN04	1	organism part	run 294	proteomic profiling by mass spectrometry	170509_AM_AUT01-DN04_Cerebellum_Tue39L243_10_DDA_3_400-1000mz_msms26_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170509_AM_AUT01-DN04_Cerebellum_Tue39L243_10_DDA_3_400-1000mz_msms26_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	cerebellum	Human leukocyte antigen class II
PXD019643-Sample-189	Homo sapiens	small intestine	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN08	1	organism part	run 295	proteomic profiling by mass spectrometry	160625_DK_AUT01-DN08_SmallIntestine_Tue39L243_20_DDA_1_400-1000mz_msms26_Jejunum.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/160625_DK_AUT01-DN08_SmallIntestine_Tue39L243_20_DDA_1_400-1000mz_msms26_Jejunum.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	small intestine	Human leukocyte antigen class II
PXD019643-Sample-189	Homo sapiens	small intestine	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN08	1	organism part	run 296	proteomic profiling by mass spectrometry	160625_DK_AUT01-DN08_SmallIntestine_Tue39L243_20_DDA_2_400-1000mz_msms27_Jejunum.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/160625_DK_AUT01-DN08_SmallIntestine_Tue39L243_20_DDA_2_400-1000mz_msms27_Jejunum.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	small intestine	Human leukocyte antigen class II
PXD019643-Sample-189	Homo sapiens	small intestine	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN08	1	organism part	run 297	proteomic profiling by mass spectrometry	160625_DK_AUT01-DN08_SmallIntestine_Tue39L243_20_DDA_3_400-1000mz_msms28_Jejunum.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/160625_DK_AUT01-DN08_SmallIntestine_Tue39L243_20_DDA_3_400-1000mz_msms28_Jejunum.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	small intestine	Human leukocyte antigen class II
PXD019643-Sample-190	Homo sapiens	lung	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN06	1	organism part	run 298	proteomic profiling by mass spectrometry	160902_AM_AUT01-DN06_Lung_Tue39L243_10_DDA_1_400-1000mz_msms8_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/160902_AM_AUT01-DN06_Lung_Tue39L243_10_DDA_1_400-1000mz_msms8_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	lung	Human leukocyte antigen class II
PXD019643-Sample-190	Homo sapiens	lung	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN06	1	organism part	run 299	proteomic profiling by mass spectrometry	160902_AM_AUT01-DN06_Lung_Tue39L243_10_DDA_2_400-1000mz_msms9_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/160902_AM_AUT01-DN06_Lung_Tue39L243_10_DDA_2_400-1000mz_msms9_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	lung	Human leukocyte antigen class II
PXD019643-Sample-190	Homo sapiens	lung	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN06	1	organism part	run 300	proteomic profiling by mass spectrometry	160902_AM_AUT01-DN06_Lung_Tue39L243_10_DDA_3_400-1000mz_msms10_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/160902_AM_AUT01-DN06_Lung_Tue39L243_10_DDA_3_400-1000mz_msms10_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	lung	Human leukocyte antigen class II
PXD019643-Sample-191	Homo sapiens	thymus	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	THY01-DN5	1	organism part	run 301	proteomic profiling by mass spectrometry	191116_AMLM_THY01-DN5_Thymus_Tue39L243_10_DDA_1_400-1000mz_msms17_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/191116_AMLM_THY01-DN5_Thymus_Tue39L243_10_DDA_1_400-1000mz_msms17_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	thymus	Human leukocyte antigen class II
PXD019643-Sample-191	Homo sapiens	thymus	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	THY01-DN5	1	organism part	run 302	proteomic profiling by mass spectrometry	191116_AMLM_THY01-DN5_Thymus_Tue39L243_10_DDA_2_400-1000mz_msms18_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/191116_AMLM_THY01-DN5_Thymus_Tue39L243_10_DDA_2_400-1000mz_msms18_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	thymus	Human leukocyte antigen class II
PXD019643-Sample-191	Homo sapiens	thymus	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	THY01-DN5	1	organism part	run 303	proteomic profiling by mass spectrometry	191116_AMLM_THY01-DN5_Thymus_Tue39L243_10_DDA_3_400-1000mz_msms19_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/191116_AMLM_THY01-DN5_Thymus_Tue39L243_10_DDA_3_400-1000mz_msms19_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	thymus	Human leukocyte antigen class II
PXD019643-Sample-192	Homo sapiens	tongue	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN12	1	organism part	run 304	proteomic profiling by mass spectrometry	170709_AM_AUT01-DN12_Tongue_Tue39L243_10_DDA_1_400-1000mz_msms13_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170709_AM_AUT01-DN12_Tongue_Tue39L243_10_DDA_1_400-1000mz_msms13_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	tongue	Human leukocyte antigen class II
PXD019643-Sample-192	Homo sapiens	tongue	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN12	1	organism part	run 305	proteomic profiling by mass spectrometry	170709_AM_AUT01-DN12_Tongue_Tue39L243_10_DDA_2_400-1000mz_msms14_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170709_AM_AUT01-DN12_Tongue_Tue39L243_10_DDA_2_400-1000mz_msms14_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	tongue	Human leukocyte antigen class II
PXD019643-Sample-192	Homo sapiens	tongue	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN12	1	organism part	run 306	proteomic profiling by mass spectrometry	170709_AM_AUT01-DN12_Tongue_Tue39L243_10_DDA_3_400-1000mz_msms15_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170709_AM_AUT01-DN12_Tongue_Tue39L243_10_DDA_3_400-1000mz_msms15_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	tongue	Human leukocyte antigen class II
PXD019643-Sample-193	Homo sapiens	bladder	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN06	1	organism part	run 307	proteomic profiling by mass spectrometry	160927_AM_AUT01-DN06_Bladder_Tue39L243_10_DDA_1_400-1000mz_msms19_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/160927_AM_AUT01-DN06_Bladder_Tue39L243_10_DDA_1_400-1000mz_msms19_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	bladder	Human leukocyte antigen class II
PXD019643-Sample-193	Homo sapiens	bladder	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN06	1	organism part	run 308	proteomic profiling by mass spectrometry	160927_AM_AUT01-DN06_Bladder_Tue39L243_10_DDA_2_400-1000mz_msms20_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/160927_AM_AUT01-DN06_Bladder_Tue39L243_10_DDA_2_400-1000mz_msms20_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	bladder	Human leukocyte antigen class II
PXD019643-Sample-193	Homo sapiens	bladder	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN06	1	organism part	run 309	proteomic profiling by mass spectrometry	160927_AM_AUT01-DN06_Bladder_Tue39L243_10_DDA_3_400-1000mz_msms21_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/160927_AM_AUT01-DN06_Bladder_Tue39L243_10_DDA_3_400-1000mz_msms21_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	bladder	Human leukocyte antigen class II
PXD019643-Sample-196	Homo sapiens	heart	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN12	1	organism part	run 310	proteomic profiling by mass spectrometry	170723_AM_AUT01-DN12_Heart_Tue39L243_10_DDA_1_400-1000mz_msms14_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170723_AM_AUT01-DN12_Heart_Tue39L243_10_DDA_1_400-1000mz_msms14_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	heart	Human leukocyte antigen class II
PXD019643-Sample-196	Homo sapiens	heart	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN12	1	organism part	run 311	proteomic profiling by mass spectrometry	170723_AM_AUT01-DN12_Heart_Tue39L243_10_DDA_2_400-1000mz_msms15_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170723_AM_AUT01-DN12_Heart_Tue39L243_10_DDA_2_400-1000mz_msms15_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	heart	Human leukocyte antigen class II
PXD019643-Sample-196	Homo sapiens	heart	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN12	1	organism part	run 312	proteomic profiling by mass spectrometry	170723_AM_AUT01-DN12_Heart_Tue39L243_10_DDA_3_400-1000mz_msms16_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170723_AM_AUT01-DN12_Heart_Tue39L243_10_DDA_3_400-1000mz_msms16_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	heart	Human leukocyte antigen class II
PXD019643-Sample-197	Homo sapiens	skin	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN03	1	organism part	run 313	proteomic profiling by mass spectrometry	180928_AM_AUT01-DN03_Skin_Tue39L243_NA_DDA_1_400-1000mz_msms36_Refill.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/180928_AM_AUT01-DN03_Skin_Tue39L243_NA_DDA_1_400-1000mz_msms36_Refill.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	skin	Human leukocyte antigen class II
PXD019643-Sample-197	Homo sapiens	skin	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN03	1	organism part	run 314	proteomic profiling by mass spectrometry	180928_AM_AUT01-DN03_Skin_Tue39L243_NA_DDA_2_400-1000mz_msms37_Refill.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/180928_AM_AUT01-DN03_Skin_Tue39L243_NA_DDA_2_400-1000mz_msms37_Refill.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	skin	Human leukocyte antigen class II
