source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cell type]	characteristics[age]	characteristics[developmental stage]	characteristics[enrichment process]	characteristics[individual]	characteristics[sex]	characteristics[biological replicate]	material type	assay name	technology type	comment[instrument]	comment[label]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[collision energy]	comment[dissociation method]	comment[file uri]	comment[associated file uri]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[ms2 scan range]	comment[precursor mass tolerance]	comment[technical replicate]	comment[data file]	factor value[cell line]
PXD004701-Sample-40	Homo sapiens	pleural effusion	Breast ductal carcinoma	macls2	CVCL_4571	cell line	47Y	adult	not available	not available	Female	2	cell line	run155	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR20.wiff	guot_K160125_sw_BR20.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR20.wiff	macls2
PXD004701-Sample-40	Homo sapiens	pleural effusion	Breast ductal carcinoma	macls2	CVCL_4571	cell line	47Y	adult	not available	not available	Female	3	cell line	run156	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR106.wiff	guot_K160125_sw_BR106.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR106.wiff	macls2
PXD004701-Sample-40	Homo sapiens	pleural effusion	Breast ductal carcinoma	macls2	CVCL_4571	cell line	47Y	adult	not available	not available	Female	4	cell line	run157	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR190.wiff	guot_K160125_sw_BR190.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR190.wiff	macls2
PXD004701-Sample-41	Homo sapiens	pleural effusion	Breast carcinoma	mb157	CVCL_0618	cell line	44Y	adult	not available	not available	Female	1	cell line	run158	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_L160226_BR165.wiff	guot_L160226_BR165.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_L160226_BR165.wiff	mb157
PXD004701-Sample-41	Homo sapiens	pleural effusion	Breast carcinoma	mb157	CVCL_0618	cell line	44Y	adult	not available	not available	Female	2	cell line	run159	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR21B.wiff	guot_K160125_sw_BR21B.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR21B.wiff	mb157
PXD004701-Sample-41	Homo sapiens	pleural effusion	Breast carcinoma	mb157	CVCL_0618	cell line	44Y	adult	not available	not available	Female	3	cell line	run160	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR107.wiff	guot_K160125_sw_BR107.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR107.wiff	mb157
PXD004701-Sample-41	Homo sapiens	pleural effusion	Breast carcinoma	mb157	CVCL_0618	cell line	44Y	adult	not available	not available	Female	4	cell line	run161	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR191.wiff	guot_K160125_sw_BR191.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR191.wiff	mb157
PXD004701-Sample-42	Homo sapiens	breast	not available	mcf10a	CVCL_0598	cell line	36Y	adult	not available	not available	Female	1	cell line	run162	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_L160226_BR166.wiff	guot_L160226_BR166.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_L160226_BR166.wiff	mcf10a
PXD004701-Sample-42	Homo sapiens	breast	not available	mcf10a	CVCL_0598	cell line	36Y	adult	not available	not available	Female	2	cell line	run163	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR22B.wiff	guot_K160125_sw_BR22B.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR22B.wiff	mcf10a
PXD004701-Sample-42	Homo sapiens	breast	not available	mcf10a	CVCL_0598	cell line	36Y	adult	not available	not available	Female	3	cell line	run164	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR108.wiff	guot_K160125_sw_BR108.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR108.wiff	mcf10a
PXD004701-Sample-42	Homo sapiens	breast	not available	mcf10a	CVCL_0598	cell line	36Y	adult	not available	not available	Female	4	cell line	run165	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR193.wiff	guot_K160125_sw_BR193.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR193.wiff	mcf10a
PXD004701-Sample-43	Homo sapiens	breast	not available	mcf12a	CVCL_3744	cell line	63Y	adult	not available	not available	Female	1	cell line	run166	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_L160226_BR167.wiff	guot_L160226_BR167.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_L160226_BR167.wiff	mcf12a
PXD004701-Sample-43	Homo sapiens	breast	not available	mcf12a	CVCL_3744	cell line	63Y	adult	not available	not available	Female	2	cell line	run167	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR23.wiff	guot_K160125_sw_BR23.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR23.wiff	mcf12a
PXD004701-Sample-43	Homo sapiens	breast	not available	mcf12a	CVCL_3744	cell line	63Y	adult	not available	not available	Female	3	cell line	run168	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR109.wiff	guot_K160125_sw_BR109.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR109.wiff	mcf12a
PXD004701-Sample-43	Homo sapiens	breast	not available	mcf12a	CVCL_3744	cell line	63Y	adult	not available	not available	Female	4	cell line	run169	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR194.wiff	guot_K160125_sw_BR194.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR194.wiff	mcf12a
PXD004701-Sample-44	Homo sapiens	pleural effusion	Invasive breast carcinoma of no special type	mcf7	CVCL_0031	cell line	69Y	adult	not available	not available	Female	1	cell line	run170	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_L160226_BR168.wiff	guot_L160226_BR168.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_L160226_BR168.wiff	mcf7
PXD004701-Sample-44	Homo sapiens	pleural effusion	Invasive breast carcinoma of no special type	mcf7	CVCL_0031	cell line	69Y	adult	not available	not available	Female	2	cell line	run171	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR25.wiff	guot_K160125_sw_BR25.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR25.wiff	mcf7
PXD004701-Sample-44	Homo sapiens	pleural effusion	Invasive breast carcinoma of no special type	mcf7	CVCL_0031	cell line	69Y	adult	not available	not available	Female	3	cell line	run172	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR110.wiff	guot_K160125_sw_BR110.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR110.wiff	mcf7
PXD004701-Sample-44	Homo sapiens	pleural effusion	Invasive breast carcinoma of no special type	mcf7	CVCL_0031	cell line	69Y	adult	not available	not available	Female	4	cell line	run173	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR195.wiff	guot_K160125_sw_BR195.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR195.wiff	mcf7
PXD004701-Sample-45	Homo sapiens	pleural effusion	Invasive breast lobular carcinoma	mdamb134vi	CVCL_0617	cell line	47Y	adult	not available	not available	Female	1	cell line	run174	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_L160226_BR169.wiff	guot_L160226_BR169.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_L160226_BR169.wiff	mdamb134vi
PXD004701-Sample-45	Homo sapiens	pleural effusion	Invasive breast lobular carcinoma	mdamb134vi	CVCL_0617	cell line	47Y	adult	not available	not available	Female	2	cell line	run175	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR26.wiff	guot_K160125_sw_BR26.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR26.wiff	mdamb134vi
PXD004701-Sample-45	Homo sapiens	pleural effusion	Invasive breast lobular carcinoma	mdamb134vi	CVCL_0617	cell line	47Y	adult	not available	not available	Female	3	cell line	run176	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR111.wiff	guot_K160125_sw_BR111.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR111.wiff	mdamb134vi
PXD004701-Sample-45	Homo sapiens	pleural effusion	Invasive breast lobular carcinoma	mdamb134vi	CVCL_0617	cell line	47Y	adult	not available	not available	Female	4	cell line	run177	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR196.wiff	guot_K160125_sw_BR196.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR196.wiff	mdamb134vi
PXD004701-Sample-46	Homo sapiens	pleural effusion	Breast carcinoma	mdamb157	CVCL_0618	cell line	44Y	adult	not available	not available	Female	1	cell line	run178	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_L160226_BR170.wiff	guot_L160226_BR170.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_L160226_BR170.wiff	mdamb157
PXD004701-Sample-46	Homo sapiens	pleural effusion	Breast carcinoma	mdamb157	CVCL_0618	cell line	44Y	adult	not available	not available	Female	2	cell line	run179	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR27.wiff	guot_K160125_sw_BR27.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR27.wiff	mdamb157
PXD004701-Sample-46	Homo sapiens	pleural effusion	Breast carcinoma	mdamb157	CVCL_0618	cell line	44Y	adult	not available	not available	Female	3	cell line	run180	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR112.wiff	guot_K160125_sw_BR112.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR112.wiff	mdamb157
PXD004701-Sample-46	Homo sapiens	pleural effusion	Breast carcinoma	mdamb157	CVCL_0618	cell line	44Y	adult	not available	not available	Female	4	cell line	run181	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR197.wiff	guot_K160125_sw_BR197.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR197.wiff	mdamb157
PXD004701-Sample-47	Homo sapiens	pleural effusion	Invasive breast carcinoma of no special type	mdamb175vii	CVCL_1400	cell line	56Y	adult	not available	not available	Female	1	cell line	run182	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_L160226_BR171.wiff	guot_L160226_BR171.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_L160226_BR171.wiff	mdamb175vii
PXD004701-Sample-47	Homo sapiens	pleural effusion	Invasive breast carcinoma of no special type	mdamb175vii	CVCL_1400	cell line	56Y	adult	not available	not available	Female	2	cell line	run183	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR28.wiff	guot_K160125_sw_BR28.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR28.wiff	mdamb175vii
PXD004701-Sample-47	Homo sapiens	pleural effusion	Invasive breast carcinoma of no special type	mdamb175vii	CVCL_1400	cell line	56Y	adult	not available	not available	Female	3	cell line	run184	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR113.wiff	guot_K160125_sw_BR113.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR113.wiff	mdamb175vii
PXD004701-Sample-47	Homo sapiens	pleural effusion	Invasive breast carcinoma of no special type	mdamb175vii	CVCL_1400	cell line	56Y	adult	not available	not available	Female	4	cell line	run185	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR198.wiff	guot_K160125_sw_BR198.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR198.wiff	mdamb175vii
PXD004701-Sample-48	Homo sapiens	pleural effusion	Breast adenocarcinoma	mdamb231	CVCL_0062	cell line	51Y	adult	not available	not available	Female	1	cell line	run186	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_L160226_BR172.wiff	guot_L160226_BR172.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_L160226_BR172.wiff	mdamb231
PXD004701-Sample-48	Homo sapiens	pleural effusion	Breast adenocarcinoma	mdamb231	CVCL_0062	cell line	51Y	adult	not available	not available	Female	2	cell line	run187	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR29B.wiff	guot_K160125_sw_BR29B.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR29B.wiff	mdamb231
PXD004701-Sample-48	Homo sapiens	pleural effusion	Breast adenocarcinoma	mdamb231	CVCL_0062	cell line	51Y	adult	not available	not available	Female	3	cell line	run188	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR116.wiff	guot_K160125_sw_BR116.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR116.wiff	mdamb231
